# Version 1.0
# - Initial design point for 2025 sandbox points
# - Number of points per dimension: 20
# - Random Seed: ?
# Parameter L_res kappa_sc
# - Parameter L_res: Linear [0, inf], recorded as `value / (pi * T)` ? (transformed from linear [0, 1] by tanh^3(x)?)
# - Parameter kappa_sc: Linear [0.3, 0.6] ? (transformed from linear [0, 1])
0.364453 0.456684
0.000644002 0.380635
5.503 0.403214
141.814 0.595386
2.0119E6 0.370105
2.32285 0.394646
16.172 0.541178
7.26703 0.466146
23.2272 0.569695
0.0399986 0.478274
0.951537 0.36627
1.66012 0.458723
12.7659 0.581062
0.0000364215 0.383299
0.00178314 0.309414
3.39054 0.551864
29.6854 0.4318
257.987 0.491169
1.15004 0.555082
0.24612 0.585362
0.211115 0.513201
3.27045 0.4142
1.58192 0.354487
3475.49 0.325464
0.00868778 0.509942
0.421574 0.538421
83.9724 0.573569
0.0159265 0.412156
0.000306412 0.33389
863.167 0.518492
0.160266 0.497145
0.780629 0.424452
0.0904528 0.348539
48.3621 0.305484
0.104607 0.337756
0.0335235 0.31898
0.00492545 0.439092
0.0504749 0.485671
9.64528 0.529025
0.501533 0.442942
